ch1,ch2,ch3,ch4,ch5,ch6,ch7
6.652968424912503176e-01,9.314195431971004913e-03,3.577247688442192989e-03,6.094054114109768300e-03,7.680059394843506346e-03,9.243414907862531824e-03,9.514243544846003736e-03
6.639708625043466705e-01,8.251295477306302625e-03,6.499589264343888853e-03,1.068465539034073146e-02,5.487353263777883586e-03,3.638118939175479655e-03,5.896762716384257308e-03
6.651959616179420332e-01,5.278364453120762065e-03,4.503280461225564815e-03,1.177251479298052801e-02,1.119971408840585853e-02,9.412766625018911121e-03,7.357002181649467676e-03
6.634657130796567381e-01,8.389354752225250747e-03,1.519359829349497572e-02,2.216324474373397319e-03,1.409650016981365346e-04,1.425370743914931414e-03,5.382523582282493224e-03
6.652044552808350497e-01,5.641356783074948783e-03,1.791119789018605964e-03,4.924536338393251111e-03,6.833226303246772715e-03,3.626794055318123371e-03,3.947839611511183566e-03
6.642335700075113758e-01,5.766228528765265059e-03,1.988113163484711999e-03,6.610006881953105901e-03,5.426109483970342241e-03,6.200820946791284378e-03,3.914833535532180608e-03
6.656977582809636695e-01,8.323268094452392074e-03,9.416193892502056420e-03,1.686871252879053665e-02,5.278885993824719222e-03,8.785353158158440423e-03,8.925200572633811349e-03
6.638096319210090579e-01,8.284301553285307318e-03,9.342433135799542432e-03,6.781817290999566337e-03,1.466795976972100346e-03,4.098713886584506687e-03,7.040203456902916629e-03
6.652335125486269485e-01,6.674379905984390189e-03,4.826859215123559775e-03,2.030134443060689544e-03,3.071427711418594012e-03,1.598224234369305732e-03,3.585070799001550783e-03
6.638748990148185536e-01,7.696599685740433336e-03,3.659800131297127196e-03,1.225784567092009364e-02,1.146897810327745723e-02,1.036517445625954187e-02,7.505566776462409100e-03
6.651688415013362610e-01,6.714240516929688082e-03,9.838194827818254676e-03,7.726178494236289260e-03,2.025887611614180829e-03,5.225167301317132015e-03,4.802570319482126447e-03
6.637864606125903899e-01,9.705499971568581907e-03,9.908081282148513760e-03,9.280965838547448887e-03,3.850460511500896320e-03,3.368929430118731104e-03,8.554608649564820338e-03
6.652509469093020877e-01,1.160949607008648736e-02,3.249347597282838725e-03,3.410056639916496379e-03,7.506833375314876482e-03,1.114577187845371652e-02,6.759838075618513839e-03
6.639505224168923414e-01,8.130074516543689053e-03,6.270707401121544330e-03,1.109451187783621305e-02,8.335412542273110473e-03,6.794781302783645116e-03,7.240102558148211673e-03
6.653535414163520567e-01,5.560145444887334282e-03,5.102605235887198304e-03,9.346232932356946313e-03,4.395247029691580487e-03,9.625927761307688166e-03,6.112457050377969985e-03
6.639064894803153871e-01,1.226313558377451624e-02,1.190036677126488432e-02,1.487061558611578677e-03,7.461012299181497224e-04,2.311319388308452280e-03,7.698387825296857875e-03
6.653732109514727266e-01,3.807098127257600370e-03,1.445263796480154633e-03,2.978667971929070159e-03,4.871935233108429242e-03,3.058389193819665078e-03,3.393516349019569389e-03
6.639054463989074728e-01,8.204729343024413576e-03,5.018935205809498326e-03,7.742271750244110115e-03,5.417466809447622766e-03,4.921109070910104945e-03,4.717335667292555865e-03
6.653653878409133693e-01,5.212054277903352059e-03,5.410612274481328698e-03,9.592176627180174983e-03,8.282960448617988913e-03,5.634725765553207782e-03,6.285161529202642691e-03
6.639761524172010931e-01,9.940789334868112628e-03,1.051090783010814531e-02,1.694932782045934427e-03,2.869665964802022538e-03,4.657283980522630012e-03,1.120701565826125873e-02
6.652203995252132795e-01,4.544631188467883158e-03,4.557967729326216182e-03,4.115701212370540679e-03,6.962717409457851517e-03,2.483502326429167829e-03,5.184636138038174920e-03
6.639946298592841467e-01,7.165745754926891239e-03,3.976077315339721953e-03,1.079052815324403787e-02,7.235483197627448279e-03,1.054115719093766043e-02,6.024018648149806303e-03
6.652598131012694704e-01,9.651781279060992966e-03,1.057259864480479192e-02,9.245203047418958098e-03,5.199984335897486418e-03,7.796959018344762349e-03,1.233823744514434863e-02
6.638256506712020277e-01,8.105413091827998878e-03,8.227453616553975432e-03,1.417920162429828950e-03,1.189783357355994869e-03,3.730133620516493283e-03,4.702285492692648457e-03
6.649772870513543932e-01,6.688386999176383282e-03,5.631149486440358704e-03,3.483444867544754821e-03,8.730069843538981744e-03,3.671572050043588747e-03,8.513406933952204908e-03
6.642957078570971285e-01,8.682684145293729713e-03,1.932606331420699385e-03,7.106811655379731592e-03,2.662763316960730080e-03,2.901628959373112049e-03,1.505464494879781663e-03
6.653920609226299243e-01,5.496890008078814463e-03,7.367134972469206733e-03,6.662458975608226593e-03,1.580417344619911360e-03,5.392134832398275124e-03,6.252006441593937688e-03
6.641417043378000651e-01,1.309104419839909016e-02,1.428321174183031644e-02,4.523024502161085772e-03,6.847531419698169031e-03,5.072877415761639468e-03,1.343816678979000909e-02
6.649881649003225315e-01,5.918667425950458784e-03,2.492294012581588482e-03,3.797188853882414814e-03,7.713065470822510171e-03,6.152913707842076925e-03,6.643161969561811771e-03
6.643006997466921471e-01,4.730299679076633776e-03,4.754141539828960969e-03,8.333996931790939311e-03,6.880388484047470811e-03,5.366728349534076459e-03,7.543713753666132608e-03
6.649780321095027924e-01,8.364767833324411594e-03,5.654022771599622604e-03,6.577224323418656010e-03,1.346767109247101399e-03,4.060939438455038290e-03,3.432706407631207213e-03
6.641493039309148694e-01,7.526502910435547283e-03,1.033038024072411437e-02,1.395493912159670967e-03,3.237426666906674695e-03,2.750903695929490973e-03,6.266982110378993207e-03
6.649435359172267690e-01,6.833896855580431917e-03,9.218380954072590006e-03,6.402657199222706874e-03,9.221286680851779882e-03,3.380328819790937543e-03,6.264895947563164577e-03
6.647422957113141573e-01,6.310046471362885934e-03,6.308630860880715639e-03,1.076758036226992121e-02,6.417334844748359170e-03,9.284542117660297966e-03,7.778928611150814909e-03
6.652072119959845375e-01,4.596040200715088668e-03,8.223132279292616129e-03,5.735681144676344975e-03,3.244430213502670808e-03,2.581402967143412233e-03,2.818107940925114550e-03
6.650177437088183874e-01,1.198724055138117653e-02,1.016467930849543864e-02,2.562627501800954569e-03,3.392324255981952596e-03,6.960184211752915885e-03,6.230697778546545260e-03
6.653998095273744307e-01,5.701408469844874635e-03,3.500506699145638535e-03,2.604872298821485181e-03,7.740930645576792578e-03,1.541972344156783111e-03,5.748049109941614707e-03
6.652313518799962688e-01,8.251518994750857428e-03,3.796518301548755178e-03,1.295633768514843978e-02,6.184951208228017458e-03,1.002237320212998398e-02,7.986203788066362913e-03
6.655008394123124171e-01,4.851818663098653173e-03,7.936508409560729185e-03,4.620031073097118773e-03,2.365187092445742399e-03,2.528652850228887885e-03,4.989356397313642402e-03
6.654556143826978465e-01,7.330850640636758786e-03,7.878617391421484720e-03,2.210513020815017132e-03,3.044233088997970807e-03,2.564937182061336265e-03,4.176497957288975021e-03
6.658143598812056307e-01,6.124154463309581381e-03,4.806295610224677571e-03,3.007576228091266880e-03,1.032270614179445906e-02,3.006086111794246431e-03,5.723462191040777289e-03
6.657867182238959014e-01,4.161447782689068481e-03,5.418211867596132991e-03,9.000004410744239652e-03,1.105152202266717308e-02,6.767959209437275289e-03,9.860025031569604262e-03
6.658560086317073523e-01,5.679354748648971114e-03,5.034953956002468159e-03,9.381250665336926878e-03,4.327297726547446794e-04,3.423840215663935538e-03,1.906380284593139256e-03
6.660676796516991072e-01,7.462576921293368262e-03,8.857921821823336317e-03,1.657381851361018447e-03,7.104278457674795960e-03,4.089773188802383989e-03,7.273704680646024545e-03
