ch1,ch2,ch3,ch4,ch5,ch6,ch7
1.301192796372508509e+00,1.206385041044359285e+00,1.205370569869347763e+00,1.205828333595792445e+00,1.205145860331757079e+00,1.208230401066589410e+00,1.205710912431587234e+00
1.283907447327071072e+00,1.205487991033552975e+00,1.205221558239645718e+00,1.205393219637062474e+00,1.205534482662020013e+00,1.208651209908867985e+00,1.205838466386612184e+00
1.303746259659082751e+00,1.203977609154893047e+00,1.205518985452531000e+00,1.205000424981167884e+00,1.205548191731952601e+00,1.208284045253282146e+00,1.205546403592396176e+00
1.281489882646785095e+00,1.205331826845625232e+00,1.204828763583751128e+00,1.205426598242115732e+00,1.205245400100398045e+00,1.208025361064119396e+00,1.205240035681728772e+00
1.306105411780525749e+00,1.205834294060980527e+00,1.205348516148151861e+00,1.206013704063141789e+00,1.205790782665107530e+00,1.207354212683941386e+00,1.205536866848095245e+00
1.280071887978540435e+00,1.205187583588073652e+00,1.205023074748882594e+00,1.205442691498123553e+00,1.205768728943911627e+00,1.208291793858026653e+00,1.205700779640767495e+00
1.307263530166570042e+00,1.204716706838215190e+00,1.205460572893687798e+00,1.205122614517523560e+00,1.205204868937119089e+00,1.208422328045645644e+00,1.205282951031082961e+00
1.279124770060154237e+00,1.205548191731952601e+00,1.205900455224568235e+00,1.205564284987960422e+00,1.205071354516906057e+00,1.207826877573356272e+00,1.205290103589308659e+00
1.309194720887508545e+00,1.205405736613957446e+00,1.204672003349304577e+00,1.205327654519993574e+00,1.205749059408790957e+00,1.208273316415943599e+00,1.205657268244894498e+00
1.277802142834918886e+00,1.200726175394794426e+00,1.205076718935575331e+00,1.205418849637371226e+00,1.205876613363815908e+00,1.208672071537026271e+00,1.205915952434057248e+00
1.310076869735344651e+00,1.205297852194053165e+00,1.204518819393970874e+00,1.197227382329390410e+00,1.205305004752278863e+00,1.208722139444606158e+00,1.205422425916484075e+00
1.276915225614932314e+00,1.204699421489169753e+00,1.205832505921424103e+00,1.205460572893687798e+00,1.205067778237793208e+00,1.207800055480009904e+00,1.205212021495344787e+00
1.311694539987390051e+00,1.205296660101015549e+00,1.205417061497814801e+00,1.206039930109969349e+00,1.205475474056658003e+00,1.208472395953225531e+00,1.205679321966090400e+00
1.276196393513249649e+00,1.199687862359030577e+00,1.204919362654609971e+00,1.205560112662328764e+00,1.206019068481811063e+00,1.208683396420883627e+00,1.195424937656514475e+00
1.312709011162401573e+00,1.205490971266147016e+00,1.205488587080071783e+00,1.204995060562498610e+00,1.205529714289869547e+00,1.206042314296044582e+00,1.196200990224002725e+00
1.275876316532649657e+00,1.205959463829930245e+00,1.201285267029436499e+00,1.205513024987342918e+00,1.204801345443885952e+00,1.204888964282150754e+00,1.194050454384142590e+00
1.313249029308441784e+00,1.205525541964237890e+00,1.205437327079454279e+00,1.205923701038801754e+00,1.205555344290178299e+00,1.205551171964546642e+00,1.190151714104618286e+00
1.276035460953171441e+00,1.204930091491948518e+00,1.204953933352700846e+00,1.205498123824372714e+00,1.205595279406938447e+00,1.206103707087481824e+00,1.197300696051203817e+00
1.313964285131011600e+00,1.205480838475327277e+00,1.204807305909074033e+00,1.204927111259354477e+00,1.203751707524264747e+00,1.205630446151548130e+00,1.196197413944889876e+00
1.276354345840733817e+00,1.205945158713478849e+00,1.205508256615192453e+00,1.205592895220863214e+00,1.204684520326199548e+00,1.204977179166934365e+00,1.193841838102559727e+00
1.314453639322953116e+00,1.205422425916484075e+00,1.205693031036022989e+00,1.205892110573304921e+00,1.205548191731952601e+00,1.204964066143520585e+00,1.190921806206918454e+00
1.276402029562238472e+00,1.203781509850205156e+00,1.204713726605621149e+00,1.205423618009521691e+00,1.205783630106881832e+00,1.205947542899554081e+00,1.197428250006228767e+00
1.314467944439404512e+00,1.205454016381980908e+00,1.202351594251584332e+00,1.204857969863172729e+00,1.205547595685433793e+00,1.205110693587147397e+00,1.196432852319819107e+00
1.276773366543455968e+00,1.206007147551434899e+00,1.206198478483972325e+00,1.205497527777853906e+00,1.205113077773222630e+00,1.205051684981785387e+00,1.194923066487677765e+00
1.313799776291820542e+00,1.205591703127825598e+00,1.205807471967634159e+00,1.206029797319149610e+00,1.205400968241806980e+00,1.205456400568056141e+00,1.196225428131273860e+00
1.276921782126639204e+00,1.204811478234705691e+00,1.204789424513509788e+00,1.205089831958989111e+00,1.205963636155561902e+00,1.205887938247673263e+00,1.195203804398036418e+00
1.313153065818913667e+00,1.205536270801576437e+00,1.198575043508415705e+00,1.197083139071838831e+00,1.205890918480267304e+00,1.205510640801267686e+00,1.195160293002163421e+00
1.277569088646064888e+00,1.206111455692226331e+00,1.206298614299132099e+00,1.205017710330213321e+00,1.204922342887204012e+00,1.205301428473166014e+00,1.195143603699636792e+00
1.312229789761279797e+00,1.204126024738076284e+00,1.205862904293883320e+00,1.205926085224876987e+00,1.205659056384450922e+00,1.205619121267690774e+00,1.196558618135287633e+00
1.278442296796118871e+00,1.204709554279989492e+00,1.204376364275975719e+00,1.205613756849021501e+00,1.206003571272322050e+00,1.205567265220554463e+00,1.195816540219371449e+00
1.311410225797918550e+00,1.205445671730717594e+00,1.205485010800958934e+00,1.197199368143006426e+00,1.205659056384450922e+00,1.205325866380437150e+00,1.195379638121085053e+00
1.280115399374413432e+00,1.206073904761541415e+00,1.206236029414657240e+00,1.205210233355788363e+00,1.204900289166008109e+00,1.205458188707612566e+00,1.194083236942677040e+00
1.309975541827147261e+00,1.205301428473166014e+00,1.205561900801885189e+00,1.196370863481863056e+00,1.205555940336697107e+00,1.205793762897701571e+00,1.195895814406372937e+00
1.283023510339678541e+00,1.204758430094531763e+00,1.203307652867752653e+00,1.205862904293883320e+00,1.206187153600114970e+00,1.205550575918027834e+00,1.195089363466425247e+00
1.306518472018059818e+00,1.205579186150930626e+00,1.205501104056966755e+00,1.204551005905986516e+00,1.205617929174653158e+00,1.205431962660785006e+00,1.194877170905729535e+00
1.284818206407809971e+00,1.205735350338858369e+00,1.206358218951012917e+00,1.203156257051975375e+00,1.204837704281533250e+00,1.205542827313283327e+00,1.194656037647251701e+00
1.304428136876599309e+00,1.205002809167243116e+00,1.205535674755057629e+00,1.206136489646016274e+00,1.205359841032009216e+00,1.205796743130295612e+00,1.197234534887616109e+00
1.286296997820973065e+00,1.204530740324347038e+00,1.204648757535071057e+00,1.197904491174756503e+00,1.206004763365359667e+00,1.204356694740855049e+00,1.193933629266456187e+00
1.302703774297687245e+00,1.205502892196523179e+00,1.205564881034479230e+00,1.204629684046469196e+00,1.205669189175270661e+00,1.205379510567129886e+00,1.195641898589360652e+00
1.287711416210104876e+00,1.205180431029847954e+00,1.206153178948542903e+00,1.203692698918902737e+00,1.204895520793857644e+00,1.205503488243041987e+00,1.188646100598108823e+00
1.299473202165746910e+00,1.205875421270778292e+00,1.205325270333918342e+00,1.206153774995061712e+00,1.205489779173109399e+00,1.205715084757218891e+00,1.196891808139301405e+00
1.250572353669685555e+00,1.204514647068339217e+00,1.204453850323420783e+00,1.205108309401072164e+00,1.205722833361963398e+00,1.203154468912418951e+00,1.195581101844442218e+00
1.298089778195593125e+00,1.204298878228530656e+00,1.205501104056966755e+00,1.204776311490096008e+00,1.204837704281533250e+00,1.205263281495962291e+00,1.195443415098597528e+00
1.291334782997940023e+00,1.201884293780838719e+00,1.205480838475327277e+00,1.196977638838009783e+00,1.204924131026760437e+00,1.205382490799723927e+00,1.196119331850926004e+00
1.295635854677659848e+00,1.205848599177431923e+00,1.205310965217466945e+00,1.206198478483972325e+00,1.205520773592087425e+00,1.205896878945455386e+00,1.196912669767459692e+00
1.292948876970872574e+00,1.204295301949417807e+00,1.205315733589617411e+00,1.205213213588382404e+00,1.205637002663255020e+00,1.205544615452839752e+00,1.195359968585964383e+00
1.293094908367980578e+00,1.205341959636444971e+00,1.205634618477179787e+00,1.204972410794783899e+00,1.205516005219936959e+00,1.205143476145681847e+00,1.205518985452531000e+00
1.294744169085522811e+00,1.206251526624146253e+00,1.205532694522463588e+00,1.205662036617044963e+00,1.205192948006742926e+00,1.205248380332992086e+00,1.205871844991665442e+00
1.290030633214787725e+00,1.205814624525859857e+00,1.203767800780272568e+00,1.205421233823446459e+00,1.205592895220863214e+00,1.205982709644163764e+00,1.205467725451913497e+00
1.296840464692171180e+00,1.204275632414297137e+00,1.205477858242733236e+00,1.204885984049556713e+00,1.205530310336388355e+00,1.204406166601916128e+00,1.205313349403542178e+00
1.327770510646165691e+00,1.205067778237793208e+00,1.205873037084703059e+00,1.201174998423456985e+00,1.205219174053570486e+00,1.205085659633357453e+00,1.205196524285855775e+00
1.298744833319763314e+00,1.206003571272322050e+00,1.205567861267073271e+00,1.205678725919571592e+00,1.205564881034479230e+00,1.205570245453148504e+00,1.205803299642002502e+00
1.286455546194976041e+00,1.205526138010756698e+00,1.204309607065869203e+00,1.205427790335153349e+00,1.205397988009212940e+00,1.205995822667577544e+00,1.205533886615501205e+00
1.300684368691965132e+00,1.204323316135801791e+00,1.205333018938662848e+00,1.205158973355170859e+00,1.205573225685742544e+00,1.198974990722535994e+00,1.205365205450678490e+00
1.284514818729736607e+00,1.205346131962076628e+00,1.205938602201771959e+00,1.205510640801267686e+00,1.205368781729791339e+00,1.205077314982094139e+00,1.205719853129369357e+00
1.302676952204340877e+00,1.206493521510782374e+00,1.204352522415223392e+00,1.195482158122320060e+00,1.205461764986725415e+00,1.205554748243659491e+00,1.205763960571761162e+00
1.282754097313177244e+00,1.205318713822211452e+00,1.203543687289200692e+00,1.196261786968921159e+00,1.205672169407864702e+00,1.205953503364742163e+00,1.205501104056966755e+00
1.304654038507227609e+00,1.204493785440180931e+00,1.205416465451295993e+00,1.204994464515979802e+00,1.205462361033244223e+00,1.205894494759380153e+00,1.205013538004581664e+00
1.281391534971181745e+00,1.203895354735297518e+00,1.205862904293883320e+00,1.198316359319252955e+00,1.205184603355479611e+00,1.204877639398293399e+00,1.205631042198066938e+00
1.306754506439507857e+00,1.205850387316988348e+00,1.205327654519993574e+00,1.205879593596409949e+00,1.205530906382907164e+00,1.205473089870582770e+00,1.205831313828386486e+00
1.279965195651673771e+00,1.205194736146299350e+00,1.204854989630578688e+00,1.205312157310504562e+00,1.205770517083468052e+00,1.205927873364433411e+00,1.205381298706686310e+00
1.308189786456797954e+00,1.204880023584368631e+00,1.205524349871200274e+00,1.205070758470387249e+00,1.205362821264603257e+00,1.205859924061289279e+00,1.205278182658932495e+00
1.279023442151956846e+00,1.205387259171874392e+00,1.205939198248290767e+00,1.201706075871715074e+00,1.205083871493801029e+00,1.205260301263368250e+00,1.205669785221789470e+00
1.309841431360415420e+00,1.205479050335770852e+00,1.204964066143520585e+00,1.205797935223333228e+00,1.204005623341277031e+00,1.204954529399219654e+00,1.205792570804663955e+00
1.277873668417175868e+00,1.205012345911544047e+00,1.204986119864716487e+00,1.205337787310813313e+00,1.206028605226111994e+00,1.206193710111821860e+00,1.205371165915866571e+00
1.310990013002158783e+00,1.205265069635518715e+00,1.205564284987960422e+00,1.205064201958680359e+00,1.205030823353627101e+00,1.205480838475327277e+00,1.205072546609943673e+00
1.276773366543455968e+00,1.205054665214379428e+00,1.205935621969177918e+00,1.205517197312974575e+00,1.205133343354862108e+00,1.204789424513509788e+00,1.205476666149695619e+00
1.312196411156226539e+00,1.205299640333609590e+00,1.205415273358258377e+00,1.205974961039419258e+00,1.205338979403850930e+00,1.205458188707612566e+00,1.206041122203006966e+00
1.276480707702721151e+00,1.202985191701077428e+00,1.204903865445120958e+00,1.205432558707303814e+00,1.205830717781867678e+00,1.206089998017549236e+00,1.205370569869347763e+00
1.313149489539800818e+00,1.205582166383524667e+00,1.205475474056658003e+00,1.204875851258736974e+00,1.205511236847786494e+00,1.205567265220554463e+00,1.204995060562498610e+00
1.276170167466422090e+00,1.205685282431278482e+00,1.206084633598879963e+00,1.205408716846551487e+00,1.205229902890909033e+00,1.204943800561881107e+00,1.205683494291722058e+00
1.314052500015795211e+00,1.204275632414297137e+00,1.204483056602842383e+00,1.205902839410643468e+00,1.205511832894305302e+00,1.205451632195905676e+00,1.206131721273865809e+00
1.276245865374310728e+00,1.204825187304638279e+00,1.203953171247621912e+00,1.205697203361654646e+00,1.205846214991356691e+00,1.205850983363507156e+00,1.205696011268617029e+00
1.314113296760713645e+00,1.205202484751043857e+00,1.205617929174653158e+00,1.204920554747647587e+00,1.205440307312048320e+00,1.205340767543407354e+00,1.205048108702672538e+00
1.276302489793597505e+00,1.202452922159781723e+00,1.205941582434366000e+00,1.204237485437093413e+00,1.205091024052026727e+00,1.204913998235940698e+00,1.205592299174344406e+00
1.314394630717591106e+00,1.203407788682912427e+00,1.205738926617971218e+00,1.206010723830547748e+00,1.205554748243659491e+00,1.204701209628726177e+00,1.206017876388773447e+00
1.276785287473832131e+00,1.201736474244174291e+00,1.204570675441107186e+00,1.205732966152783137e+00,1.205828333595792445e+00,1.205634022430660979e+00,1.205576801964855393e+00
1.314396418857147530e+00,1.204637432651213702e+00,1.205492759405703440e+00,1.204773927304020775e+00,1.205359244985490408e+00,1.205586338709156324e+00,1.205030823353627101e+00
1.277381333992640311e+00,1.197924756756395981e+00,1.205634022430660979e+00,1.205449248009830443e+00,1.205135131494418532e+00,1.205405140567438638e+00,1.205481434521846085e+00
1.313444532566610867e+00,1.205275798472857263e+00,1.206031585458706035e+00,1.206123376622602494e+00,1.205585742662637516e+00,1.205730581966707904e+00,1.206165695925437875e+00
1.278078112373127073e+00,1.196279668364485405e+00,1.204802537536923568e+00,1.205343747776001395e+00,1.205982113597644956e+00,1.205560112662328764e+00,1.203110957516545954e+00
1.312759079069981460e+00,1.205090428005507919e+00,1.201616072847375039e+00,1.203982377527043512e+00,1.205776477548656134e+00,1.205405736613957446e+00,1.202643657045800341e+00
1.278994235872535246e+00,1.198338413040448858e+00,1.206194306158340668e+00,1.205142880099163039e+00,1.204821611025525430e+00,1.205548191731952601e+00,1.203135395423817089e+00
1.311627186730764727e+00,1.205526734057275506e+00,1.205890322433748496e+00,1.205973172899862833e+00,1.205293083821902700e+00,1.205456400568056141e+00,1.203567529149953019e+00
1.279828700998866697e+00,1.196025156500954312e+00,1.204424047997480374e+00,1.205786610339475873e+00,1.200638556556529624e+00,1.205506468475636028e+00,1.202903533328000707e+00
1.309846199732565886e+00,1.205417657544333609e+00,1.205481434521846085e+00,1.204713726605621149e+00,1.206014300109660597e+00,1.205348516148151861e+00,1.202636504487574642e+00
1.281235370783254002e+00,1.198592924903979950e+00,1.205531502429425972e+00,1.205436731032935471e+00,1.205113077773222630e+00,1.205642367081924293e+00,1.203007245422273330e+00
