ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
9.081867823823429831e+00,1.984800301170384955e+02,3.076920870175465552e+02,3.079127780095074058e+02,3.078449753338069286e+02,3.079886583076307716e+02,3.077312401212740269e+02,3.070612528397146548e+02
9.082372675224860359e+00,1.984986541865652043e+02,3.076721820440509418e+02,3.079227433112553172e+02,3.078485224066403134e+02,3.079787913535584494e+02,3.077422258546621379e+02,3.071154602903676505e+02
9.083694706403576902e+00,1.984441338114897917e+02,3.077028599623274658e+02,3.079027143600838485e+02,3.078564116783632585e+02,3.079796407198477937e+02,3.077460679705224038e+02,3.070910945047252767e+02
9.082397113132131494e+00,1.984608988119243236e+02,3.077021679523191438e+02,3.079006645561056530e+02,3.078260967524166745e+02,3.079609063817151196e+02,3.077324292340790635e+02,3.070826169350882537e+02
9.082059750802486064e+00,1.984681944213145357e+02,3.076734921542993106e+02,3.079410169054289668e+02,3.078405097532879608e+02,3.079672793110942166e+02,3.077401951241726010e+02,3.071015616776420529e+02
9.081882724986400035e+00,1.985252903133977043e+02,3.076713589038084820e+02,3.079360542221133983e+02,3.078330216208721595e+02,3.079597291898404592e+02,3.077410504509270481e+02,3.071299203789138801e+02
9.082769046159867798e+00,1.984952984446642859e+02,3.077084967742558774e+02,3.079229096082341357e+02,3.077972606178832393e+02,3.079288182173750670e+02,3.077361431999377146e+02,3.070971711989844835e+02
9.082792888020620126e+00,1.985280482206402155e+02,3.076670786937569346e+02,3.078952876204594986e+02,3.078102890026913769e+02,3.079456535512987898e+02,3.077574619957759410e+02,3.071049871569856577e+02
9.081883321032918843e+00,1.984946129911676849e+02,3.076764199347996964e+02,3.079050109273208591e+02,3.077917036761883764e+02,3.079450628691986367e+02,3.077534458343321830e+02,3.071216234113721271e+02
9.081027398231910297e+00,1.985177294633066083e+02,3.076944735878078063e+02,3.079019061210043446e+02,3.078312024868968138e+02,3.079621622517302058e+02,3.077535233203795997e+02,3.071483411965776895e+02
9.082877526626290887e+00,1.985638235287456155e+02,3.076492896854030619e+02,3.079109570873924326e+02,3.078316924371353025e+02,3.079522207918430468e+02,3.077545091813217368e+02,3.070964714403714311e+02
9.081243763118237666e+00,1.985532687369905602e+02,3.076782325122633210e+02,3.079301390564607459e+02,3.078140536325041694e+02,3.079610202266002261e+02,3.077465334828535788e+02,3.071006240964679819e+02
9.082397113132131494e+00,1.984939954869741996e+02,3.077040645723420198e+02,3.079260221631553236e+02,3.077816346623462209e+02,3.079798290705476802e+02,3.077422902276861691e+02,3.070556690759264029e+02
9.081325421491314387e+00,1.985525481167493069e+02,3.076715657319504658e+02,3.079276010903836323e+02,3.077994421481421341e+02,3.079547945207112321e+02,3.077333894650208208e+02,3.070808502532065063e+02
9.082257042200211572e+00,1.985242096810590908e+02,3.076436659864981493e+02,3.079531875792965252e+02,3.078045818572737744e+02,3.079571280428323803e+02,3.077496287524257355e+02,3.070716765012355154e+02
9.081301579630562060e+00,1.985426281145367966e+02,3.076625064209111429e+02,3.079253867775663025e+02,3.078256133586899068e+02,3.079577771374913482e+02,3.077439144544499072e+02,3.071318956770772957e+02
9.081883917079437651e+00,1.985903601158094602e+02,3.076704767549606458e+02,3.079252461105878638e+02,3.078262874873026931e+02,3.079637948231452356e+02,3.077622917607178579e+02,3.070866140230434098e+02
9.081432709864699859e+00,1.985776470396098148e+02,3.076436576418468576e+02,3.079181913039911933e+02,3.077966478820619614e+02,3.079563412614275535e+02,3.077536163036365906e+02,3.070752849668604085e+02
9.080707917297829113e+00,1.985474739727346787e+02,3.077247992425917573e+02,3.079442492657004777e+02,3.077978828904489319e+02,3.079575828263262451e+02,3.077514508666337747e+02,3.071105125082150380e+02
9.080993423580338231e+00,1.985626904443133185e+02,3.077286723528710013e+02,3.079454079801330408e+02,3.078100893271075620e+02,3.079798165535707994e+02,3.077456495458661720e+02,3.070852305990732702e+02
9.081788549636428343e+00,1.985494135081069089e+02,3.077077135691301351e+02,3.079302624380901534e+02,3.078230592993568848e+02,3.079753903121221583e+02,3.077704629624441850e+02,3.070985581992338211e+02
9.082017431499650684e+00,1.985385338709990890e+02,3.076889625416949343e+02,3.079186198614382306e+02,3.077890208708072350e+02,3.079555073923477266e+02,3.077432695321166420e+02,3.071014692904316234e+02
9.082462678249200394e+00,1.985622910931457454e+02,3.076845011335016693e+02,3.079274109515441182e+02,3.078021952870124665e+02,3.079806319452085290e+02,3.077450731688824703e+02,3.070603599620294517e+02
9.081345091026435057e+00,1.985746626346901280e+02,3.076648405390787957e+02,3.079439709119761801e+02,3.078228155163306496e+02,3.079760602684092987e+02,3.077513805331445269e+02,3.070774647089796758e+02
9.081564436145356467e+00,1.985904101837170401e+02,3.076676795086478933e+02,3.079542431776813487e+02,3.077942279331955433e+02,3.079834494571029495e+02,3.077574292132173923e+02,3.070925274005564916e+02
9.082168231268909153e+00,1.985306267178805797e+02,3.076948216789747903e+02,3.079322538295094773e+02,3.078106758368820692e+02,3.079791889165865086e+02,3.077653470951732402e+02,3.070808043576245723e+02
9.081191311024582546e+00,1.985503200948620020e+02,3.076866153105038961e+02,3.079290226613310324e+02,3.078261730463710819e+02,3.079736713139618587e+02,3.077720609631610955e+02,3.070707472647127361e+02
9.081190714978063738e+00,1.985292617713525090e+02,3.076595893692480672e+02,3.079101047408705654e+02,3.078485396919894015e+02,3.079721281495246785e+02,3.077579877088055582e+02,3.070868512495578670e+02
9.081016669394571750e+00,1.985507474602159732e+02,3.076866731270162063e+02,3.079300442850642412e+02,3.078170541306798782e+02,3.079650495010673694e+02,3.077601483774361668e+02,3.070775761696787072e+02
9.080828318694630141e+00,1.985293797885632330e+02,3.076706871593817709e+02,3.079129222527649290e+02,3.078381112620962767e+02,3.079803494191586424e+02,3.077772179576418239e+02,3.070919176449677366e+02
9.080807457066471855e+00,1.985897622811510814e+02,3.076774856659752686e+02,3.078838691572987045e+02,3.077943101876152241e+02,3.079733291832600912e+02,3.077627274707230640e+02,3.070538052384621324e+02
9.082266578944514279e+00,1.985281942520373377e+02,3.076446238332538314e+02,3.078964803095436196e+02,3.078314027585271333e+02,3.079656515080513373e+02,3.077825829723576589e+02,3.070890977488872977e+02
9.082714805926656254e+00,1.985230360654635433e+02,3.076696941458814081e+02,3.079094848524910049e+02,3.078489372550174608e+02,3.079827836731413981e+02,3.077666941603057467e+02,3.070764669271071625e+02
9.081421384980844280e+00,1.985275499257504919e+02,3.076224741485684149e+02,3.078943077199825780e+02,3.078073963889356151e+02,3.079877147659915408e+02,3.077570864864690634e+02,3.070170494338332787e+02
9.080343136828320283e+00,1.985895369755670004e+02,3.076501527607622961e+02,3.079175380370065795e+02,3.078026476863202561e+02,3.079804316735782095e+02,3.077913794268822016e+02,3.070695593440007087e+02
9.080644736366837222e+00,1.985523514213981002e+02,3.076575401613164331e+02,3.079105237615732449e+02,3.078128245845823585e+02,3.079901204097414507e+02,3.077792671655735148e+02,3.070913108696116183e+02
9.081033954743618963e+00,1.986129073635229361e+02,3.076815065957911202e+02,3.079174075028190032e+02,3.078136673943599817e+02,3.079849729520050232e+02,3.077844426374963405e+02,3.070970287438665309e+02
9.079657087285172068e+00,1.985968492742597391e+02,3.076531550470775187e+02,3.079261246831565586e+02,3.078212979818937924e+02,3.079639915184964707e+02,3.077765593262385551e+02,3.070831408599782435e+02
9.080374727293817116e+00,1.985847173434158890e+02,3.076502248823910577e+02,3.078935394160198484e+02,3.077912930001369887e+02,3.079599527072849696e+02,3.077860001070499720e+02,3.071076544651573386e+02
9.079516420306733337e+00,1.985989974259135238e+02,3.076779905173767702e+02,3.079279295120155098e+02,3.078018638851480091e+02,3.079627416089465441e+02,3.078031620744660017e+02,3.071239020972135449e+02
9.080733547298139641e+00,1.985881392464803810e+02,3.076540550773209475e+02,3.079203287268076110e+02,3.078165248413711765e+02,3.079649338680426354e+02,3.077917507638634333e+02,3.071130314008034929e+02
9.081562648005801819e+00,1.985346381109521587e+02,3.076852092367660134e+02,3.079495141446010962e+02,3.078157869357808636e+02,3.079592076491364878e+02,3.077846625786617665e+02,3.070900299656427137e+02
9.081301579630563836e+00,1.985222951796406505e+02,3.077053067332872160e+02,3.079491147934335231e+02,3.077844277363333276e+02,3.079640809254742635e+02,3.078000292539631459e+02,3.071029892090546127e+02
9.081984052894599202e+00,1.985496328532258303e+02,3.076739970057006985e+02,3.079621938421956884e+02,3.077919444789820318e+02,3.079611012889267840e+02,3.078034106258643305e+02,3.071412589718412391e+02
9.081405887771355268e+00,1.985205511475266462e+02,3.076762137027041035e+02,3.079480621752812795e+02,3.078157881278739296e+02,3.079677710494722191e+02,3.078235546140139718e+02,3.071464553053921804e+02
9.081276545676773893e+00,1.985550592607330316e+02,3.076731512156904955e+02,3.079527965727801870e+02,3.078214237477092183e+02,3.079565236516622804e+02,3.078191021465185031e+02,3.070901068556436257e+02
9.080728778925989175e+00,1.985192517661156444e+02,3.076622185304425443e+02,3.079734340874474015e+02,3.078036436800531988e+02,3.079470012124778009e+02,3.078301623857214508e+02,3.070920738091556927e+02
9.080626258924754168e+00,1.985447732859579730e+02,3.077133593217562293e+02,3.079680273494752782e+02,3.078253850728732459e+02,3.079466590817760334e+02,3.078230992344736023e+02,3.071432044676786290e+02
9.081022629859761608e+00,1.985614584161589562e+02,3.077032563332625159e+02,3.079439113073243561e+02,3.078349277776393365e+02,3.079523858967287424e+02,3.078295961415286115e+02,3.071494671284517608e+02
9.080825934508554909e+00,1.985188458584363502e+02,3.076656577188560959e+02,3.079440776043030610e+02,3.078020319702662846e+02,3.079431006840587202e+02,3.078225466993507098e+02,3.071274742040006913e+02
9.081680665216525838e+00,1.985176185986541100e+02,3.076871893033014658e+02,3.079389241861014170e+02,3.078091517459334909e+02,3.079439107112777947e+02,3.078398296642100149e+02,3.071221938278906123e+02
9.081138858930929203e+00,1.985588238905458240e+02,3.076787170980831547e+02,3.079452303582704644e+02,3.078031745914428825e+02,3.079811755396336821e+02,3.078188088916312495e+02,3.071086766849371088e+02
9.080176243803053993e+00,1.984939472072061619e+02,3.076752880424604655e+02,3.079279557380623373e+02,3.078161403913665026e+02,3.079726479020890793e+02,3.078145644443708306e+02,3.070952841157060220e+02
9.080695400320935917e+00,1.984942774169775817e+02,3.077385446713619785e+02,3.079417142798560008e+02,3.078193429493121016e+02,3.079639646964031385e+02,3.078321347036522297e+02,3.071344223182704809e+02
9.082420954992885598e+00,1.984994469284351908e+02,3.076816639520721424e+02,3.079267499359548310e+02,3.078112599624705013e+02,3.079660150964277818e+02,3.078285554443067440e+02,3.071052404767561939e+02
9.081495294749176495e+00,1.985589645575242628e+02,3.076857385260747151e+02,3.079334673802217708e+02,3.078110161794443229e+02,3.079426363638206112e+02,3.078294459378058718e+02,3.071290722047176587e+02
9.081609139634268857e+00,1.984983031151656121e+02,3.076890501605332133e+02,3.079491845308762095e+02,3.078274193796419240e+02,3.079366019888641404e+02,3.078252944738023871e+02,3.071269890221344667e+02
9.080994019626858815e+00,1.985158972163077920e+02,3.076782325122633210e+02,3.079450265103610036e+02,3.078230068472631729e+02,3.079435262612731776e+02,3.078349534076396594e+02,3.071078940758579279e+02
9.080925474277195875e+00,1.985589615772916829e+02,3.076800570106574355e+02,3.079211178923985699e+02,3.078162292022978477e+02,3.079335830132463911e+02,3.078379258916289700e+02,3.070941724889484021e+02
9.080803284740840198e+00,1.985804693198763289e+02,3.076978561518020570e+02,3.079284325752773839e+02,3.078145459669287334e+02,3.079367605372381718e+02,3.078485837994317649e+02,3.070834400753307705e+02
9.082254061967619307e+00,1.985617123319759685e+02,3.077238378195569339e+02,3.079330292860304326e+02,3.078326067724950690e+02,3.079238924889436362e+02,3.078137693183147121e+02,3.070805319643654911e+02
9.081512580098221932e+00,1.985779832098464226e+02,3.076899591314743816e+02,3.079348966997738444e+02,3.078186217330243153e+02,3.079304186022780527e+02,3.077990600823235354e+02,3.071391960548396014e+02
9.081753978938339245e+00,1.985640559868879222e+02,3.077076128372684707e+02,3.079021350028675670e+02,3.078296426331570501e+02,3.079306194699548769e+02,3.078009179593226463e+02,3.071150782245490518e+02
9.081829080799709075e+00,1.985362355156225362e+02,3.077170095106374674e+02,3.079103568685479786e+02,3.078148237246064696e+02,3.079227230456737061e+02,3.078028145793455224e+02,3.070999195694827222e+02
9.080722818460801093e+00,1.985921875944361261e+02,3.077510246933728126e+02,3.079059592373322403e+02,3.078395268725785172e+02,3.079119131460086010e+02,3.077887532459203044e+02,3.071050640469865698e+02
9.081303963816639069e+00,1.985606567335911734e+02,3.077330193201326551e+02,3.079149184125564602e+02,3.078360453648621160e+02,3.079231229928878406e+02,3.078045162921566771e+02,3.071004518390240605e+02
9.081793914055099393e+00,1.985836569766589434e+02,3.077418884923325209e+02,3.079120532169405351e+02,3.078371003672004349e+02,3.079116026057723161e+02,3.078014627458409223e+02,3.070986827729562378e+02
9.081498274981770535e+00,1.986028460982854540e+02,3.077003529906693871e+02,3.079250619322135663e+02,3.078193697714054338e+02,3.079233572391697180e+02,3.077866962893839400e+02,3.071099718940224648e+02
9.081857691032611868e+00,1.985848091345797855e+02,3.077053269988688271e+02,3.079298267280848904e+02,3.078042719130839941e+02,3.079176238677053448e+02,3.078108737243263135e+02,3.070863779886219618e+02
9.082144985454677411e+00,1.986008791447733870e+02,3.077566835590223491e+02,3.079510662497360727e+02,3.078381297395384308e+02,3.079253861815197979e+02,3.077897438752345920e+02,3.070746799796438040e+02
9.080755601019335543e+00,1.985807327724376705e+02,3.076862541063134699e+02,3.079324457564885051e+02,3.078198859476907501e+02,3.079428563049860372e+02,3.077831694821321094e+02,3.070797225331929212e+02
9.081563244052320627e+00,1.985638956503743771e+02,3.076903966296191584e+02,3.079688796959972024e+02,3.078620967700596793e+02,3.079351357144278722e+02,3.077828333118955015e+02,3.071151235240845381e+02
9.081262836606841304e+00,1.985537288849030517e+02,3.076771059843428020e+02,3.079202428961089595e+02,3.078216568018980865e+02,3.079234096912633731e+02,3.077554962343568832e+02,3.070793440436534638e+02
9.082031140569585048e+00,1.985631207898999264e+02,3.076740309803523132e+02,3.079232696203314390e+02,3.078282460961635252e+02,3.079566780277106659e+02,3.077634701446854706e+02,3.071026822450974123e+02
9.081832657078821924e+00,1.985515068234809348e+02,3.076947018736245809e+02,3.079385039733057283e+02,3.078094473850068198e+02,3.079309729255405728e+02,3.077498910128940111e+02,3.071361001892208833e+02
9.081517348470372397e+00,1.985998092412721121e+02,3.076848474365290826e+02,3.079419234921841166e+02,3.077975991723059224e+02,3.079549959844346176e+02,3.077545240824846928e+02,3.070647713023151937e+02
9.081867227776912799e+00,1.985764597149443205e+02,3.076765451045686177e+02,3.079528269711526036e+02,3.077904543626850113e+02,3.079495063959963659e+02,3.077438083581695878e+02,3.071055820114113999e+02
9.081811795450663638e+00,1.986017821552493956e+02,3.076925376287147742e+02,3.079203573370405707e+02,3.078040531640116342e+02,3.079188004635334437e+02,3.077398321318426042e+02,3.070884420977166087e+02
9.082113991035699385e+00,1.985491500555455673e+02,3.076843759637326912e+02,3.079305318511165979e+02,3.078055033451918803e+02,3.079452124768748718e+02,3.077321633973316466e+02,3.070765897126900654e+02
9.082556257552655055e+00,1.985728530374590264e+02,3.077065792926048289e+02,3.079673526248160442e+02,3.078158453483397352e+02,3.079346827190735780e+02,3.077430758169979867e+02,3.070733519879998994e+02
9.083267937096112021e+00,1.985170797726011074e+02,3.077081653723913632e+02,3.079500905215847979e+02,3.078295401131558719e+02,3.079277620229437389e+02,3.077338674943289334e+02,3.071037140016214835e+02
9.082645068483957473e+00,1.985476110634340046e+02,3.076692238651780826e+02,3.079422978093979282e+02,3.078106895459520160e+02,3.079485741792409499e+02,3.077591410588194094e+02,3.071308740533439732e+02
9.083288798724270308e+00,1.984886006699324525e+02,3.077163389583038224e+02,3.079276869210823975e+02,3.078100112450136407e+02,3.079367241784004818e+02,3.077721533503715250e+02,3.071169426580599406e+02
9.082519898715007756e+00,1.985437153033870459e+02,3.076992973922845067e+02,3.079668334682980912e+02,3.078182235739497514e+02,3.079273841294508429e+02,3.077399859118444851e+02,3.071049829846600119e+02
9.083074818024018171e+00,1.985266284378324144e+02,3.077050420886328084e+02,3.079309431232146039e+02,3.078486046610599374e+02,3.079442605905843493e+02,3.077565554090208479e+02,3.070990940450542439e+02
9.083264956863517980e+00,1.985139481441912608e+02,3.077441451244527002e+02,3.079192141198175250e+02,3.078139320390143325e+02,3.079421940973036271e+02,3.077604911041844957e+02,3.070922514310183260e+02
9.082964549418038658e+00,1.985231242803483269e+02,3.077224776414010421e+02,3.079225490000902141e+02,3.078075370559140538e+02,3.079599032354239512e+02,3.077522579136202694e+02,3.071439840965252301e+02
9.082621822669723954e+00,1.985395435738019501e+02,3.077214089299927764e+02,3.078952983492968087e+02,3.078648069935807143e+02,3.079617420389344602e+02,3.077669176777503139e+02,3.071336271922143624e+02
9.082344064991959343e+00,1.985231165317435966e+02,3.077187088392626038e+02,3.079259458692009161e+02,3.078476056870944149e+02,3.079538444225602234e+02,3.077362081690082505e+02,3.071053310758269959e+02
9.081814179636738871e+00,1.985000203251862843e+02,3.077602503013908972e+02,3.079198298358714396e+02,3.078241792707656828e+02,3.079891309725202291e+02,3.077368936225049083e+02,3.071199121618166146e+02
9.081690201960826769e+00,1.985474364218039796e+02,3.077523127498999429e+02,3.079077181706092574e+02,3.078334102432024793e+02,3.079874930366865442e+02,3.077521768512937115e+02,3.071668120821490220e+02
9.082484135923877488e+00,1.984986452458674080e+02,3.077520326080360746e+02,3.079109988106487776e+02,3.078058877951964973e+02,3.079899916636933312e+02,3.077462664540131527e+02,3.071453138763086486e+02
9.082029352430028624e+00,1.985450295859610605e+02,3.077627685979329044e+02,3.079053697473251532e+02,3.077845177393576819e+02,3.079812494494020143e+02,3.077507004440665810e+02,3.071435382537291616e+02
9.082490096389067347e+00,1.985677645883279467e+02,3.077210524941745007e+02,3.079205403233218021e+02,3.078146121280922785e+02,3.079814079977760457e+02,3.077552751010983911e+02,3.071821245172172326e+02
9.081758151263970902e+00,1.985100011241437414e+02,3.077197870874150567e+02,3.079244319110431434e+02,3.077805361486119864e+02,3.080204061294085705e+02,3.077583512971820028e+02,3.071702852452141315e+02
9.082145581501196219e+00,1.985698477709111671e+02,3.077299133217231315e+02,3.079266080768833262e+02,3.077714380945488983e+02,3.080140635984019468e+02,3.077572068878658911e+02,3.071567204185390665e+02
9.081615696145975747e+00,1.985077570090004144e+02,3.077131793157076345e+02,3.079071847089749099e+02,3.077817854621154652e+02,3.079839113931550401e+02,3.077681759319515322e+02,3.071278038177256349e+02
9.082122931733481508e+00,1.985388491796075243e+02,3.076994607090307454e+02,3.078882757292122392e+02,3.077803311086095732e+02,3.079787430737903833e+02,3.077654812056399578e+02,3.071525993529080552e+02
9.082003722429719872e+00,1.985125945225470616e+02,3.077458289558683759e+02,3.079084012399197832e+02,3.078013852597933919e+02,3.080011025668504772e+02,3.077706519091906330e+02,3.071713652815062119e+02
9.081408868003949308e+00,1.985006318689145814e+02,3.077073005088925584e+02,3.079129198685789106e+02,3.078295526301327527e+02,3.079767445298128905e+02,3.077591863583548388e+02,3.071830322960653916e+02
9.080827126601592525e+00,1.984823690035782988e+02,3.077186021469357229e+02,3.079192266367944057e+02,3.078272036108021439e+02,3.080060312755144878e+02,3.077465585168073403e+02,3.071267786177132848e+02
9.080961833114843174e+00,1.984742061465032066e+02,3.077046421414186739e+02,3.079082289824758618e+02,3.078347322743811674e+02,3.079702386820600850e+02,3.077460030014518679e+02,3.071288319979705648e+02
9.082127700105631973e+00,1.984974942800395752e+02,3.077229514983833951e+02,3.079185012481810304e+02,3.078101608526898758e+02,3.079870179876110114e+02,3.077665439565830070e+02,3.071401479411301239e+02
9.081238398699570169e+00,1.984849528652373465e+02,3.077154949564331901e+02,3.079011562944837124e+02,3.078259864838107092e+02,3.079937300674592962e+02,3.077615788890813633e+02,3.071266719253864039e+02
9.081841597776604047e+00,1.984305338180701597e+02,3.077306923545232280e+02,3.079113927973976388e+02,3.078186020634892088e+02,3.079972127672687066e+02,3.077508095205795371e+02,3.071757730455128126e+02
9.081000576138565705e+00,1.984848485570965408e+02,3.077610072804698120e+02,3.079154661793072592e+02,3.077781966660256785e+02,3.079954174751541132e+02,3.077586946199768363e+02,3.071822282293114768e+02
9.081020245673686375e+00,1.984607498002945931e+02,3.077362051887756706e+02,3.079243585973213158e+02,3.078350350660127219e+02,3.079922292223250224e+02,3.077399567055650209e+02,3.071773781987879488e+02
9.080121407523323640e+00,1.984476945933931518e+02,3.077488348184626830e+02,3.079025856140357860e+02,3.078508606971336121e+02,3.079969582554052181e+02,3.077429494551359994e+02,3.071345528524581141e+02
9.080580363342805938e+00,1.984584538291041440e+02,3.077258321912088377e+02,3.079289421950509791e+02,3.078322437801651859e+02,3.079883304820454555e+02,3.077563247390180550e+02,3.071367993517874879e+02
9.080493340551059944e+00,1.985138885395394084e+02,3.077177772185536924e+02,3.079269126566543946e+02,3.078287700210535149e+02,3.079884198890232483e+02,3.077718004908323906e+02,3.071433880500064220e+02
9.081267604978991770e+00,1.984551660365063981e+02,3.077190271281036189e+02,3.079562315888680359e+02,3.078258982689259255e+02,3.079994932412496951e+02,3.077781048748618105e+02,3.071793683981142067e+02
9.080567250319392159e+00,1.984455959136004140e+02,3.077408477951106534e+02,3.079704168999692229e+02,3.078311250008493971e+02,3.079925862541897459e+02,3.077464363272709988e+02,3.071594962071771988e+02
9.081015477301535910e+00,1.984556273765119840e+02,3.077240017323495636e+02,3.079724810090638130e+02,3.078168151160258503e+02,3.079894766795010810e+02,3.077694407426644148e+02,3.071453699046814450e+02
9.082810769416186147e+00,1.984811864472849834e+02,3.077134034291986495e+02,3.079593757342548201e+02,3.078417817165591259e+02,3.080089113722933689e+02,3.077599266481312270e+02,3.070888283358607964e+02
9.081717024054173137e+00,1.984939591281365381e+02,3.077078315863408307e+02,3.079516408385802038e+02,3.078394768046708805e+02,3.079844031315330426e+02,3.077590200613760771e+02,3.071254410893250792e+02
9.080940971486684887e+00,1.984846339803497699e+02,3.077326402345466931e+02,3.079778764221520646e+02,3.078570917674412613e+02,3.079677931031934577e+02,3.077677640638070216e+02,3.071355929536334202e+02
9.081513772191259548e+00,1.984962515230478743e+02,3.077431151560681997e+02,3.079605350447338878e+02,3.078293624912932387e+02,3.079784134600655534e+02,3.077506587208102928e+02,3.071482881484375298e+02
9.082744012206079631e+00,1.985107956541532985e+02,3.077846995335459042e+02,3.079217240717081836e+02,3.078542939250819472e+02,3.079457811052537863e+02,3.077577463099653983e+02,3.071752431601575495e+02
9.082189688943588024e+00,1.984966258402616859e+02,3.077368697806441560e+02,3.079543576186129030e+02,3.078262862952096839e+02,3.079486910043586363e+02,3.077489272056731124e+02,3.071596559476442394e+02
9.081811795450663638e+00,1.984430800012445388e+02,3.077517739238469403e+02,3.079274079713115384e+02,3.078032186988853027e+02,3.079419330289283607e+02,3.077412918497672081e+02,3.071391740011184197e+02
9.082528839412789878e+00,1.984607700658762610e+02,3.077323779740784175e+02,3.079542306607044111e+02,3.078221288707409826e+02,3.079292640601711355e+02,3.077520808878041407e+02,3.071242883353577326e+02
9.081658015448811128e+00,1.984707186783217026e+02,3.077255371481820703e+02,3.079401359486741967e+02,3.078202966237421379e+02,3.079453686410628279e+02,3.077557042545919899e+02,3.071107241047291723e+02
9.082683215461161197e+00,1.985005245805411960e+02,3.077218881513938982e+02,3.079552546686237520e+02,3.078177187225483067e+02,3.079504183471701708e+02,3.077608105851186338e+02,3.070972355720085716e+02
9.082342872898921726e+00,1.984853742701261581e+02,3.077030703667486478e+02,3.079598472070512116e+02,3.078052303558862377e+02,3.079471579727122617e+02,3.077731970278259155e+02,3.071339109103573719e+02
9.083021173837325435e+00,1.984637485103307313e+02,3.077134147540824642e+02,3.079273018750312190e+02,3.078326818743564672e+02,3.079563281484041681e+02,3.077583948085778616e+02,3.071460315163172936e+02
9.082937727324692290e+00,1.984766815276958596e+02,3.077252850205046002e+02,3.079219320919432903e+02,3.078166124602093987e+02,3.079399720358815102e+02,3.077727172103783460e+02,3.071139528887215420e+02
9.083415160586257642e+00,1.984932861916167894e+02,3.077013632895187243e+02,3.079489622055247082e+02,3.078018758060783853e+02,3.079601309251941075e+02,3.077781173918386912e+02,3.071207454348499368e+02
9.082424531271998447e+00,1.985451297217762203e+02,3.076961890096889647e+02,3.079110840453009814e+02,3.077995083093056792e+02,3.079542014544250605e+02,3.077858248693734140e+02,3.071054550535029080e+02
9.082241544990724336e+00,1.985250018268825727e+02,3.077257553012079825e+02,3.079207501316964226e+02,3.077961638922886323e+02,3.079364845676999494e+02,3.077692196094059227e+02,3.071541699354851289e+02
9.081550727075425655e+00,1.985734383551404676e+02,3.076896718370522876e+02,3.079267433794430531e+02,3.078026977542278360e+02,3.079382047579532582e+02,3.077808145023362840e+02,3.071111037863616389e+02
9.082632551507062502e+00,1.985904501188338145e+02,3.076719227638152461e+02,3.079432073763856010e+02,3.078006223202493743e+02,3.079464945729367855e+02,3.077798489069758716e+02,3.071367159052748548e+02
9.082884679184518362e+00,1.985377417251755787e+02,3.077398971009131401e+02,3.079373828098038075e+02,3.078059825665930020e+02,3.079453805619931472e+02,3.077637812809683737e+02,3.071071329244533672e+02
9.082506189645075168e+00,1.985667376001760545e+02,3.077247849374753059e+02,3.079351166409392704e+02,3.078067836531142802e+02,3.079411796261285872e+02,3.077686533652130834e+02,3.070856597525668121e+02
9.082695136391537361e+00,1.985762642116861514e+02,3.077052960044497922e+02,3.079348323267498131e+02,3.078028920653929958e+02,3.079304883397207959e+02,3.077787712548698664e+02,3.071229847816210849e+02
9.082289228712228990e+00,1.985554353660863853e+02,3.077297595417212506e+02,3.079408583570549922e+02,3.078232935456387622e+02,3.079113331927458148e+02,3.077775076362499931e+02,3.070912047733312420e+02
9.081641922192803307e+00,1.985671470841344615e+02,3.077356460971410570e+02,3.079271021994474040e+02,3.078285590205858853e+02,3.079202864075048751e+02,3.077723959413046941e+02,3.070864757402510463e+02
9.082665334065596952e+00,1.985617558433718273e+02,3.076995107769382685e+02,3.079320309081114146e+02,3.078130016103984872e+02,3.079313591636847036e+02,3.077878883824215563e+02,3.071043815737225486e+02
9.081952462429102368e+00,1.985453729087558941e+02,3.076890906916964923e+02,3.079379204437637441e+02,3.078087297449981747e+02,3.079350153130311583e+02,3.077748224466827196e+02,3.070728864756687244e+02
9.081420788934325472e+00,1.986064795978641087e+02,3.076764396043348029e+02,3.079294017469169376e+02,3.077946624511077971e+02,3.079031894091593813e+02,3.077695998870849508e+02,3.070404734659759356e+02
9.081637749867171649e+00,1.985753218621399014e+02,3.076972112294687349e+02,3.079349640530305123e+02,3.077954110855354202e+02,3.079313698925220706e+02,3.077889344440620789e+02,3.070744755356878386e+02
9.081452379399822306e+00,1.986084554920739436e+02,3.077210375930116015e+02,3.079194865130765493e+02,3.078137615697099818e+02,3.079155460495407510e+02,3.077640000300407337e+02,3.070840766530128576e+02
9.082361946387523588e+00,1.985745905130613380e+02,3.076832738737193722e+02,3.079245070129045416e+02,3.078253326207795908e+02,3.079398152756471063e+02,3.077499130666152496e+02,3.070726319638051791e+02
9.081623444750720253e+00,1.985757104844701644e+02,3.077105769766064896e+02,3.079166344304840663e+02,3.078198859476907501e+02,3.079232004789353141e+02,3.077697077715048408e+02,3.071082689891181872e+02
9.081260452420766072e+00,1.985774157735604888e+02,3.077057335025946259e+02,3.079464784796808772e+02,3.078029325965562180e+02,3.079261020333888155e+02,3.077561858601791300e+02,3.070695509993494738e+02
9.081821928241483377e+00,1.986443202071571363e+02,3.076933434836081460e+02,3.079659626443341267e+02,3.078322115936531418e+02,3.079112390173958147e+02,3.077815071083911675e+02,3.071286764298291700e+02
